確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
屈公病,2016,23,新北市,板橋區,M,是,55-59,1
屈公病,2016,33,台北市,中正區,M,是,55-59,1
屈公病,2016,44,高雄市,前金區,M,是,25-29,1
屈公病,2016,48,新北市,汐止區,F,是,35-39,1
屈公病,2016,49,台中市,北區,F,是,25-29,1
屈公病,2016,51,桃園市,蘆竹區,F,是,35-39,1
屈公病,2016,52,桃園市,桃園區,M,是,60-64,1
屈公病,2016,52,桃園市,蘆竹區,M,是,40-44,1
屈公病,2017,5,台北市,中山區,F,是,10-14,1
屈公病,2017,9,桃園市,桃園區,M,是,45-49,1
屈公病,2017,13,彰化縣,芳苑鄉,M,是,20-24,1
屈公病,2017,14,高雄市,楠梓區,M,是,20-24,1
屈公病,2017,14,高雄市,楠梓區,F,是,25-29,1
屈公病,2017,25,台南市,安南區,F,是,25-29,1
屈公病,2017,27,桃園市,楊梅區,M,是,20-24,1
屈公病,2017,31,台北市,中正區,F,是,25-29,1
屈公病,2017,33,台北市,萬華區,M,是,30-34,1
屈公病,2017,33,彰化縣,和美鎮,F,是,35-39,1
屈公病,2017,38,台北市,中山區,M,是,40-44,1
屈公病,2018,1,台南市,安南區,M,是,25-29,1
屈公病,2018,26,桃園市,中壢區,M,是,35-39,1
屈公病,2018,32,新竹縣,寶山鄉,F,是,45-49,1
屈公病,2018,32,新竹縣,新豐鄉,M,是,30-34,1
屈公病,2018,39,新北市,板橋區,M,是,50-54,1
屈公病,2018,40,台北市,松山區,F,是,25-29,1
屈公病,2018,49,台北市,萬華區,M,是,25-29,1
屈公病,2019,17,台中市,梧棲區,F,是,25-29,1
屈公病,2019,18,台中市,北屯區,M,是,30-34,1
屈公病,2019,18,台中市,東區,M,是,30-34,1
屈公病,2019,20,高雄市,鹽埕區,M,是,30-34,1
屈公病,2019,20,桃園市,龜山區,F,是,30-34,1
屈公病,2019,20,宜蘭縣,羅東鎮,F,是,20-24,1
屈公病,2019,22,台北市,中正區,M,是,55-59,1
屈公病,2019,27,高雄市,前鎮區,M,是,20-24,1
屈公病,2019,28,台北市,中正區,M,是,20-24,1
屈公病,2019,28,台中市,南區,F,是,25-29,1
屈公病,2019,28,台中市,梧棲區,M,是,25-29,1
屈公病,2019,28,高雄市,左營區,F,是,45-49,1
屈公病,2019,28,新北市,永和區,F,是,60-64,1
屈公病,2019,28,桃園市,平鎮區,F,是,40-44,1
屈公病,2019,29,台北市,南港區,M,是,35-39,1
屈公病,2019,29,新北市,中和區,F,是,35-39,1
屈公病,2019,29,新北市,新店區,F,是,40-44,1
屈公病,2019,29,新北市,淡水區,F,是,35-39,1
屈公病,2019,30,台北市,中山區,F,是,45-49,1
屈公病,2019,30,台北市,南港區,M,是,25-29,1
屈公病,2019,30,新竹市,香山區,F,是,20-24,1
屈公病,2019,30,新北市,土城區,F,否,20-24,1
屈公病,2019,30,桃園市,中壢區,M,是,15-19,1
屈公病,2019,30,桃園市,中壢區,M,是,20-24,1
屈公病,2019,30,桃園市,平鎮區,F,是,65-69,1
屈公病,2019,31,台北市,中山區,M,是,25-29,1
屈公病,2019,31,台北市,文山區,M,是,25-29,1
屈公病,2019,31,台中市,西屯區,F,是,40-44,1
屈公病,2019,31,高雄市,鳳山區,F,是,40-44,1
屈公病,2019,31,新北市,中和區,F,是,40-44,1
屈公病,2019,31,新北市,中和區,M,是,50-54,1
屈公病,2019,31,新北市,淡水區,M,是,20-24,1
屈公病,2019,31,新竹縣,竹東鎮,M,是,40-44,1
屈公病,2019,32,台北市,信義區,F,是,30-34,1
屈公病,2019,32,台北市,南港區,F,是,30-34,1
屈公病,2019,32,台北市,南港區,F,是,65-69,1
屈公病,2019,32,台北市,萬華區,F,是,50-54,1
屈公病,2019,32,台中市,中區,M,是,65-69,1
屈公病,2019,32,高雄市,仁武區,M,是,55-59,1
屈公病,2019,32,新北市,中和區,F,是,55-59,1
屈公病,2019,32,新北市,汐止區,F,是,70+,1
屈公病,2019,33,台北市,內湖區,M,是,20-24,1
屈公病,2019,33,台北市,大安區,F,是,25-29,1
屈公病,2019,33,台北市,松山區,F,是,45-49,1
屈公病,2019,33,新北市,中和區,F,是,40-44,1
屈公病,2019,33,新北市,新莊區,M,是,40-44,1
屈公病,2019,33,新北市,永和區,F,是,25-29,1
屈公病,2019,33,新北市,泰山區,F,是,45-49,1
屈公病,2019,33,桃園市,桃園區,F,是,35-39,1
屈公病,2019,33,桃園市,桃園區,F,是,4,1
屈公病,2019,33,桃園市,桃園區,F,是,5-9,1
屈公病,2019,33,宜蘭縣,宜蘭市,F,是,50-54,1
屈公病,2019,33,宜蘭縣,礁溪鄉,F,是,35-39,1
屈公病,2019,34,台北市,萬華區,M,是,35-39,1
屈公病,2019,34,高雄市,三民區,F,是,45-49,1
屈公病,2019,34,高雄市,旗山區,F,是,55-59,1
屈公病,2019,34,新北市,中和區,F,否,60-64,1
屈公病,2019,34,新北市,中和區,F,否,65-69,1
屈公病,2019,34,新北市,新莊區,F,否,50-54,1
屈公病,2019,34,新竹縣,寶山鄉,M,是,40-44,1
屈公病,2019,35,新北市,中和區,M,否,45-49,1
屈公病,2019,35,新北市,中和區,F,是,50-54,1
屈公病,2019,35,新北市,中和區,F,否,55-59,1
屈公病,2019,35,新北市,中和區,F,否,70+,1
屈公病,2019,35,新北市,新店區,F,否,35-39,1
屈公病,2019,35,新北市,林口區,F,是,15-19,1
屈公病,2019,35,新北市,林口區,F,是,20-24,1
屈公病,2019,35,新北市,林口區,F,是,25-29,1
屈公病,2019,35,新北市,永和區,M,否,60-64,1
屈公病,2019,35,彰化縣,溪湖鎮,F,是,60-64,1
屈公病,2019,35,南投縣,竹山鎮,F,是,65-69,1
屈公病,2019,35,嘉義縣,竹崎鄉,F,是,25-29,1
屈公病,2019,36,台北市,信義區,M,是,20-24,1
屈公病,2019,36,新北市,中和區,F,是,20-24,1
屈公病,2019,36,新北市,中和區,F,否,40-44,1
屈公病,2019,36,新北市,中和區,F,否,55-59,1
屈公病,2019,36,新北市,中和區,M,否,55-59,1
屈公病,2019,36,新北市,中和區,F,否,60-64,1
屈公病,2019,36,新北市,中和區,F,是,65-69,1
屈公病,2019,36,新北市,中和區,F,否,70+,1
屈公病,2019,36,新北市,汐止區,F,是,45-49,1
屈公病,2019,36,桃園市,中壢區,F,是,25-29,1
屈公病,2019,36,桃園市,平鎮區,M,是,20-24,1
屈公病,2019,36,新竹縣,新豐鄉,F,是,55-59,1
屈公病,2019,37,台北市,萬華區,M,否,70+,1
屈公病,2019,37,新北市,中和區,M,否,65-69,1
屈公病,2019,37,新北市,新店區,F,是,50-54,1
屈公病,2019,37,新北市,林口區,F,是,20-24,1
屈公病,2019,38,台北市,信義區,F,是,25-29,1
屈公病,2019,38,新北市,中和區,F,否,60-64,1
屈公病,2019,38,新北市,中和區,F,否,65-69,2
屈公病,2019,38,新北市,永和區,M,是,40-44,1
屈公病,2019,38,桃園市,中壢區,F,是,45-49,1
屈公病,2019,38,桃園市,平鎮區,M,是,50-54,1
屈公病,2019,38,新竹縣,竹東鎮,M,是,60-64,1
屈公病,2019,39,台北市,大安區,F,是,25-29,1
屈公病,2019,39,台北市,松山區,M,是,20-24,1
屈公病,2019,39,台北市,松山區,M,是,50-54,1
屈公病,2019,39,新北市,中和區,M,否,60-64,1
屈公病,2019,39,新北市,板橋區,F,否,30-34,1
屈公病,2019,40,台中市,南屯區,F,是,40-44,1
屈公病,2019,40,桃園市,八德區,F,是,65-69,1
屈公病,2019,40,桃園市,平鎮區,F,是,50-54,1
屈公病,2019,42,台北市,萬華區,M,是,10-14,1
屈公病,2019,42,基隆市,安樂區,M,是,40-44,1
屈公病,2019,42,新北市,永和區,F,是,50-54,1
屈公病,2019,43,台中市,烏日區,M,是,35-39,1
屈公病,2019,44,新北市,新店區,F,是,55-59,1
屈公病,2019,45,桃園市,龜山區,M,是,65-69,1
屈公病,2019,45,嘉義縣,朴子市,F,是,40-44,1
屈公病,2019,47,台北市,文山區,F,是,45-49,1
屈公病,2019,47,台北市,文山區,M,是,45-49,1
屈公病,2019,47,台中市,豐原區,F,是,50-54,1
屈公病,2019,48,台北市,信義區,F,是,35-39,1
屈公病,2019,51,台中市,北區,F,是,55-59,1
屈公病,2020,5,台南市,東區,M,是,30-34,1
屈公病,2020,7,台北市,中正區,F,是,20-24,1
屈公病,2020,24,高雄市,燕巢區,F,是,25-29,1
屈公病,2021,11,高雄市,苓雅區,M,是,25-29,1
屈公病,2022,38,新北市,永和區,M,是,70+,1
屈公病,2023,6,台北市,中正區,M,是,30-34,1
屈公病,2023,6,基隆市,中正區,F,是,20-24,1
屈公病,2023,12,桃園市,桃園區,F,是,65-69,1
屈公病,2023,12,桃園市,桃園區,M,是,70+,1
屈公病,2023,20,新北市,蘆洲區,M,是,20-24,1
屈公病,2023,32,台北市,文山區,F,是,10-14,1
屈公病,2023,36,新北市,樹林區,F,是,30-34,1
屈公病,2023,40,桃園市,觀音區,F,是,30-34,1
屈公病,2023,41,台北市,中山區,F,是,45-49,1
屈公病,2023,41,台南市,永康區,M,是,20-24,1
屈公病,2024,11,嘉義市,東區,F,是,65-69,1
屈公病,2024,16,宜蘭縣,羅東鎮,M,是,40-44,1
屈公病,2024,26,屏東縣,里港鄉,F,是,20-24,1
