確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
070x,2009,14,台南市,新市區,M,0,35~39,1,67000,67000200
070x,2009,19,台南市,南區,F,0,70+,1,67000,67000330
070x,2009,28,台南市,東區,F,0,20~24,1,67000,67000320
070x,2009,32,新北市,板橋區,F,0,70+,1,65000,65000010
070x,2009,34,新北市,汐止區,M,0,65~69,1,65000,65000110
070x,2009,36,台南市,南區,M,0,60~64,1,67000,67000330
070x,2009,49,台南市,柳營區,M,0,50~54,1,67000,67000040
070x,2009,51,高雄市,鹽埕區,M,0,70+,1,64000,64000010
070x,2009,51,台南市,柳營區,M,0,20~24,1,67000,67000040
070x,2010,1,屏東縣,屏東市,M,0,4,1,10013,10013010
070x,2010,10,高雄市,鳳山區,F,0,30~34,1,64000,64000120
070x,2010,17,嘉義縣,義竹鄉,F,0,20~24,1,10010,10010100
070x,2010,19,新北市,深坑區,M,0,70+,1,65000,65000180
070x,2010,21,台南市,楠西區,F,0,50~54,1,67000,67000240
070x,2010,23,高雄市,前鎮區,F,0,45~49,1,64000,64000090
070x,2010,27,高雄市,大寮區,M,0,70+,1,64000,64000140
070x,2010,32,台南市,仁德區,F,0,45~49,1,67000,67000270
070x,2010,32,台南市,安平區,M,0,60~64,1,67000,67000360
070x,2010,36,彰化縣,永靖鄉,M,0,40~44,1,10007,10007160
070x,2010,37,台南市,東區,M,0,50~54,1,67000,67000320
070x,2010,44,新北市,林口區,M,0,65~69,1,65000,65000170
070x,2010,45,宜蘭縣,壯圍鄉,M,0,0,1,10002,10002060
070x,2011,3,新北市,三重區,M,0,35~39,1,65000,65000020
070x,2011,8,台北市,南港區,F,0,40~44,1,63000,63000090
070x,2011,12,台北市,大同區,F,0,30~34,1,63000,63000060
070x,2011,15,台南市,仁德區,F,0,40~44,1,67000,67000270
070x,2011,21,新北市,蘆洲區,F,0,25~29,1,65000,65000140
070x,2011,25,彰化縣,彰化市,M,1,40~44,1,10007,10007010
070x,2011,31,台北市,大同區,M,0,55~59,1,63000,63000060
070x,2011,34,高雄市,前金區,F,0,70+,1,64000,64000070
070x,2011,36,台北市,北投區,M,0,55~59,1,63000,63000120
070x,2011,39,高雄市,鹽埕區,M,0,35~39,1,64000,64000010
070x,2012,1,彰化縣,和美鎮,F,0,55~59,1,10007,10007030
070x,2012,9,台北市,南港區,F,0,70+,1,63000,63000090
070x,2012,13,台東縣,台東市,M,0,40~44,1,10014,10014010
070x,2012,26,嘉義縣,大林鎮,F,0,50~54,1,10010,10010040
070x,2012,27,彰化縣,鹿港鎮,F,0,70+,1,10007,10007020
070x,2012,29,屏東縣,長治鄉,F,0,25~29,1,10013,10013060
070x,2012,31,南投縣,埔里鎮,F,0,5~9,1,10008,10008020
070x,2012,32,新北市,新莊區,F,0,60~64,1,65000,65000050
070x,2012,40,苗栗縣,公館鄉,F,0,5~9,1,10005,10005090
070x,2012,52,新北市,蘆洲區,F,0,55~59,1,65000,65000140
070x,2013,18,高雄市,鼓山區,M,0,70+,1,64000,64000020
070x,2013,22,桃園市,大溪區,F,0,40~44,1,68000,68000030
070x,2013,25,台南市,新營區,M,0,70+,1,67000,67000010
070x,2013,37,台南市,後壁區,F,0,65~69,1,67000,67000050
070x,2013,41,台北市,北投區,F,0,45~49,1,63000,63000120
070x,2013,47,雲林縣,斗六市,F,0,50~54,1,10009,10009010
070x,2014,34,雲林縣,大埤鄉,F,0,20~24,1,10009,10009080
070x,2015,23,高雄市,苓雅區,F,0,30~34,1,64000,64000080
070x,2015,45,高雄市,鳥松區,M,0,65~69,1,64000,64000180
070x,2023,15,台北市,中正區,M,1,65~69,1,63000,63000050
070x,2023,18,新北市,中和區,F,0,55~59,1,65000,65000030
070x,2023,20,新北市,樹林區,F,0,30~34,1,65000,65000070
070x,2023,26,台北市,中山區,F,1,35~39,1,63000,63000040
070x,2023,30,台北市,北投區,F,0,45~49,1,63000,63000120
070x,2023,31,新北市,汐止區,F,0,60~64,1,65000,65000110
070x,2023,32,新北市,瑞芳區,M,0,50~54,1,65000,65000120
070x,2023,33,新北市,汐止區,M,0,70+,1,65000,65000110
070x,2023,34,台北市,北投區,F,0,30~34,1,63000,63000120
070x,2023,49,台北市,士林區,F,0,50~54,1,63000,63000110
070x,2024,3,台北市,大同區,F,0,70+,1,63000,63000060
070x,2024,5,新北市,三重區,F,0,45~49,1,65000,65000020
070x,2024,7,新北市,蘆洲區,M,0,60~64,1,65000,65000140
070x,2024,8,苗栗縣,銅鑼鄉,M,0,70+,1,10005,10005100
070x,2024,8,新北市,泰山區,F,0,50~54,1,65000,65000160
070x,2024,11,台北市,北投區,F,0,50~54,1,63000,63000120
070x,2024,16,台北市,士林區,M,0,20~24,1,63000,63000110
070x,2024,18,桃園市,桃園區,F,0,25~29,1,68000,68000010
070x,2024,41,台北市,北投區,F,0,60~64,1,63000,63000120
070x,2024,44,台北市,士林區,M,0,65~69,1,63000,63000110
070x,2024,46,新北市,三重區,F,0,35~39,1,65000,65000020
070x,2024,48,台北市,北投區,M,0,45~49,1,63000,63000120
070x,2024,49,新北市,新莊區,F,0,65~69,1,65000,65000050
070x,2025,1,台北市,萬華區,F,0,70+,1,63000,63000070
070x,2025,3,台北市,萬華區,M,0,50~54,1,63000,63000070
070x,2025,10,台北市,北投區,M,0,70+,1,63000,63000120
070x,2025,13,台北市,士林區,F,0,40~44,1,63000,63000110
070x,2025,13,新北市,蘆洲區,F,0,65~69,1,65000,65000140
070x,2025,14,新北市,板橋區,F,0,20~24,1,65000,65000010
