確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
百日咳,2005,12,新北市,土城區,F,否,0,1
百日咳,2005,15,台中市,北屯區,F,否,0,1
百日咳,2005,19,新北市,新店區,M,否,0,1
百日咳,2005,19,新北市,鶯歌區,M,否,0,1
百日咳,2005,20,新北市,中和區,F,否,0,1
百日咳,2005,20,桃園市,平鎮區,M,否,10-14,1
百日咳,2005,20,彰化縣,彰化市,M,否,0,1
百日咳,2005,21,新北市,新店區,F,否,35-39,1
百日咳,2005,22,新北市,新店區,M,否,5-9,1
百日咳,2005,23,新北市,板橋區,M,否,0,1
百日咳,2005,24,新北市,新店區,M,否,10-14,1
百日咳,2005,26,新北市,板橋區,F,否,45-49,1
百日咳,2005,27,新北市,三峽區,F,否,30-34,1
百日咳,2005,27,宜蘭縣,五結鄉,M,否,0,1
百日咳,2005,28,宜蘭縣,五結鄉,M,否,35-39,1
百日咳,2005,29,新北市,板橋區,M,否,0,1
百日咳,2005,29,桃園市,平鎮區,M,否,0,1
百日咳,2005,30,台南市,北區,M,否,0,1
百日咳,2005,32,新北市,三峽區,M,否,0,1
百日咳,2005,32,新北市,中和區,M,否,0,1
百日咳,2005,33,新北市,中和區,F,否,25-29,1
百日咳,2005,34,新北市,三峽區,F,否,10-14,1
百日咳,2005,35,新北市,中和區,F,否,1,1
百日咳,2005,42,新北市,新店區,M,否,0,1
百日咳,2005,44,新北市,新店區,M,否,25-29,1
百日咳,2005,51,南投縣,名間鄉,F,否,0,1
百日咳,2005,53,南投縣,名間鄉,F,否,35-39,1
百日咳,2006,2,桃園市,桃園區,F,否,0,1
百日咳,2006,2,彰化縣,彰化市,F,否,0,1
百日咳,2006,5,桃園市,中壢區,F,否,0,1
百日咳,2006,15,新北市,板橋區,F,否,0,1
百日咳,2006,17,台北市,北投區,F,否,0,1
百日咳,2006,19,台北市,士林區,F,否,0,1
百日咳,2006,22,高雄市,三民區,F,否,0,1
百日咳,2006,23,台北市,中山區,F,否,5-9,1
百日咳,2006,28,新北市,三重區,F,否,0,1
百日咳,2006,31,台東縣,延平鄉,M,否,1,1
百日咳,2006,32,新北市,瑞芳區,M,否,0,1
百日咳,2006,38,新北市,新莊區,F,否,0,1
百日咳,2006,39,桃園市,大園區,M,否,0,1
百日咳,2006,47,宜蘭縣,冬山鄉,M,否,0,1
百日咳,2007,1,高雄市,大寮區,F,否,10-14,1
百日咳,2007,1,新北市,蘆洲區,M,否,0,1
百日咳,2007,14,台中市,北區,F,否,35-39,1
百日咳,2007,16,台北市,中山區,F,否,0,1
百日咳,2007,16,花蓮縣,光復鄉,M,否,0,1
百日咳,2007,17,新北市,新店區,M,否,0,1
百日咳,2007,17,桃園市,八德區,F,否,0,1
百日咳,2007,17,桃園市,八德區,M,否,30-34,1
百日咳,2007,18,新北市,新店區,M,否,2,1
百日咳,2007,19,新北市,土城區,F,否,0,1
百日咳,2007,21,台中市,烏日區,M,否,0,1
百日咳,2007,22,新北市,汐止區,F,否,0,1
百日咳,2007,27,桃園市,中壢區,F,否,0,1
百日咳,2007,27,桃園市,中壢區,F,否,25-29,1
百日咳,2007,27,南投縣,水里鄉,M,否,0,1
百日咳,2007,27,南投縣,水里鄉,F,否,1,1
百日咳,2007,28,彰化縣,社頭鄉,F,否,35-39,1
百日咳,2007,28,花蓮縣,新城鄉,M,否,0,1
百日咳,2007,29,新北市,新莊區,M,否,15-19,1
百日咳,2007,29,彰化縣,社頭鄉,F,否,30-34,1
百日咳,2007,29,彰化縣,社頭鄉,F,否,35-39,1
百日咳,2007,29,彰化縣,社頭鄉,M,否,45-49,1
百日咳,2007,29,南投縣,水里鄉,F,否,3,1
百日咳,2007,30,彰化縣,社頭鄉,M,否,0,2
百日咳,2007,30,南投縣,草屯鎮,F,否,1,1
百日咳,2007,31,台北市,士林區,M,否,1,1
百日咳,2007,31,彰化縣,社頭鄉,M,否,4,1
百日咳,2007,31,彰化縣,社頭鄉,M,否,40-44,1
百日咳,2007,32,台北市,士林區,F,否,45-49,1
百日咳,2007,32,台中市,北屯區,M,否,10-14,1
百日咳,2007,33,台中市,北屯區,F,否,1,1
百日咳,2007,33,新北市,新店區,M,否,1,1
百日咳,2007,33,彰化縣,社頭鄉,F,否,30-34,1
百日咳,2007,33,彰化縣,社頭鄉,M,否,45-49,1
百日咳,2007,34,嘉義縣,阿里山鄉,M,否,0,1
百日咳,2007,37,新北市,中和區,F,否,0,1
百日咳,2007,38,新竹縣,竹北市,F,否,0,1
百日咳,2007,39,新竹市,東區,F,否,70+,1
百日咳,2007,39,新竹縣,竹北市,M,否,2,1
百日咳,2007,39,新竹縣,竹北市,F,否,35-39,1
百日咳,2007,40,台北市,士林區,M,否,0,1
百日咳,2007,48,苗栗縣,通霄鎮,F,否,0,1
百日咳,2008,9,新北市,三重區,M,否,0,1
百日咳,2008,11,台東縣,延平鄉,M,否,0,1
百日咳,2008,11,台東縣,延平鄉,M,否,10-14,1
百日咳,2008,12,高雄市,大寮區,F,否,0,1
百日咳,2008,12,彰化縣,彰化市,M,否,0,1
百日咳,2008,18,台北市,南港區,F,否,10-14,1
百日咳,2008,19,台北市,信義區,M,否,0,1
百日咳,2008,22,新北市,新莊區,F,否,10-14,1
百日咳,2008,22,新北市,汐止區,F,否,10-14,1
百日咳,2008,23,台北市,中山區,M,否,2,1
百日咳,2008,23,台北市,內湖區,M,否,0,1
百日咳,2008,23,台北市,松山區,M,否,1,1
百日咳,2008,24,台北市,中山區,F,否,1,1
百日咳,2008,24,新北市,新莊區,F,否,40-44,1
百日咳,2008,24,新北市,汐止區,F,否,10-14,1
百日咳,2008,26,新北市,汐止區,F,否,10-14,1
百日咳,2008,27,新北市,泰山區,F,否,15-19,1
百日咳,2008,28,新北市,新莊區,M,是,0,1
百日咳,2008,28,新北市,板橋區,F,否,10-14,1
百日咳,2008,28,新北市,板橋區,M,否,15-19,1
百日咳,2008,28,新北市,汐止區,M,否,10-14,1
百日咳,2008,29,台北市,南港區,F,否,10-14,1
百日咳,2008,29,新北市,汐止區,F,否,10-14,1
百日咳,2008,29,新北市,汐止區,M,否,10-14,2
百日咳,2008,30,新北市,汐止區,F,否,10-14,1
百日咳,2008,30,新北市,汐止區,M,否,10-14,1
百日咳,2008,31,新北市,新莊區,M,否,5-9,1
百日咳,2008,31,新北市,汐止區,M,否,10-14,1
百日咳,2008,32,台北市,南港區,F,否,35-39,1
百日咳,2008,33,新北市,汐止區,M,否,10-14,1
百日咳,2008,33,桃園市,中壢區,F,否,0,1
百日咳,2008,33,桃園市,八德區,M,否,0,1
百日咳,2008,34,桃園市,蘆竹區,F,否,0,1
百日咳,2008,35,高雄市,林園區,M,否,0,1
百日咳,2008,37,桃園市,中壢區,F,否,15-19,1
百日咳,2008,37,桃園市,中壢區,M,否,45-49,1
百日咳,2008,39,桃園市,中壢區,M,否,5-9,1
百日咳,2008,40,彰化縣,彰化市,F,否,35-39,1
百日咳,2008,41,彰化縣,彰化市,M,否,0,1
百日咳,2008,45,新北市,林口區,F,否,0,1
百日咳,2009,1,新北市,三重區,M,否,0,1
百日咳,2009,4,台中市,北區,M,否,10-14,1
百日咳,2009,5,台中市,北區,M,否,10-14,1
百日咳,2009,5,桃園市,八德區,F,否,0,1
百日咳,2009,6,桃園市,八德區,M,否,30-34,1
百日咳,2009,7,台北市,信義區,F,否,0,1
百日咳,2009,7,台中市,北區,M,否,10-14,1
百日咳,2009,8,新北市,泰山區,M,否,0,1
百日咳,2009,8,新竹縣,竹北市,F,否,0,1
百日咳,2009,9,台中市,北區,F,否,15-19,1
百日咳,2009,9,台中市,北屯區,M,否,10-14,1
百日咳,2009,9,台中市,北屯區,M,否,15-19,1
百日咳,2009,9,新北市,板橋區,M,否,0,1
百日咳,2009,9,宜蘭縣,大同鄉,M,否,0,1
百日咳,2009,10,台中市,北屯區,M,否,15-19,1
百日咳,2009,10,台中市,潭子區,M,否,15-19,1
百日咳,2009,12,新北市,板橋區,F,否,0,1
百日咳,2009,12,新北市,板橋區,F,否,60-64,1
百日咳,2009,12,雲林縣,斗六市,F,否,0,1
百日咳,2009,14,雲林縣,斗六市,M,否,10-14,1
百日咳,2009,16,基隆市,安樂區,M,否,0,1
百日咳,2009,16,新北市,泰山區,F,否,0,1
百日咳,2009,16,雲林縣,斗六市,F,否,10-14,1
百日咳,2009,18,台北市,南港區,F,否,15-19,1
百日咳,2009,18,基隆市,安樂區,F,否,5-9,1
百日咳,2009,18,新北市,泰山區,M,否,35-39,1
百日咳,2009,18,宜蘭縣,蘇澳鎮,M,否,10-14,1
百日咳,2009,18,宜蘭縣,蘇澳鎮,F,否,35-39,1
百日咳,2009,18,雲林縣,斗六市,F,否,10-14,1
百日咳,2009,18,雲林縣,斗六市,M,否,10-14,1
百日咳,2009,19,宜蘭縣,蘇澳鎮,F,否,60-64,1
百日咳,2009,20,台北市,信義區,F,否,15-19,1
百日咳,2009,20,台北市,信義區,M,否,15-19,1
百日咳,2009,20,台北市,士林區,M,否,0,1
百日咳,2009,20,雲林縣,斗六市,F,否,10-14,2
百日咳,2009,20,雲林縣,斗六市,M,否,10-14,3
百日咳,2009,21,新北市,中和區,F,否,30-34,1
百日咳,2009,21,雲林縣,斗六市,F,否,10-14,1
百日咳,2009,21,雲林縣,斗六市,M,否,10-14,1
百日咳,2009,21,雲林縣,斗六市,F,否,35-39,1
百日咳,2009,22,新北市,新店區,F,否,5-9,1
百日咳,2009,22,雲林縣,斗六市,F,否,10-14,3
百日咳,2009,22,雲林縣,斗六市,M,否,10-14,1
百日咳,2009,22,雲林縣,斗六市,F,否,35-39,1
百日咳,2009,22,雲林縣,斗六市,F,否,45-49,1
百日咳,2009,23,新北市,中和區,M,否,35-39,1
百日咳,2009,23,雲林縣,斗六市,F,否,10-14,2
百日咳,2009,23,雲林縣,斗六市,M,否,10-14,2
百日咳,2009,23,雲林縣,斗六市,F,否,30-34,1
百日咳,2009,24,台北市,內湖區,F,否,10-14,1
百日咳,2009,24,桃園市,新屋區,M,否,10-14,1
百日咳,2009,25,新北市,中和區,M,否,1,1
百日咳,2009,25,苗栗縣,竹南鎮,M,否,0,1
百日咳,2009,25,雲林縣,古坑鄉,M,否,10-14,1
百日咳,2009,26,台北市,內湖區,F,否,10-14,1
百日咳,2009,26,台北市,士林區,F,否,0,1
百日咳,2009,26,台北市,松山區,F,否,0,1
百日咳,2009,26,新北市,中和區,F,否,5-9,1
百日咳,2009,26,桃園市,桃園區,M,否,0,1
百日咳,2009,27,台北市,松山區,F,否,45-49,2
百日咳,2009,27,新北市,新店區,F,否,2,1
百日咳,2009,27,新北市,新店區,F,否,30-34,1
百日咳,2009,27,新北市,新店區,F,否,70+,1
百日咳,2009,27,新北市,新莊區,M,否,0,1
百日咳,2009,28,台北市,內湖區,M,否,10-14,1
百日咳,2009,28,新北市,新莊區,M,否,40-44,1
百日咳,2009,28,桃園市,桃園區,F,否,30-34,1
百日咳,2009,28,桃園市,桃園區,F,否,60-64,1
百日咳,2009,28,彰化縣,大村鄉,M,否,40-44,1
百日咳,2009,29,花蓮縣,新城鄉,F,否,0,1
百日咳,2009,30,新北市,新店區,F,否,5-9,1
百日咳,2009,30,桃園市,八德區,M,否,0,1
百日咳,2009,31,花蓮縣,新城鄉,F,否,30-34,1
百日咳,2009,32,台中市,北屯區,F,否,0,1
百日咳,2009,32,苗栗縣,後龍鎮,M,否,0,1
百日咳,2009,34,新北市,新莊區,F,否,0,1
百日咳,2009,34,新北市,淡水區,M,否,4,1
百日咳,2009,35,苗栗縣,後龍鎮,F,否,25-29,1
百日咳,2009,38,新北市,板橋區,F,否,0,1
百日咳,2009,45,桃園市,龜山區,M,否,0,1
百日咳,2009,46,桃園市,龜山區,M,否,30-34,1
百日咳,2009,48,台北市,內湖區,F,否,0,1
百日咳,2010,6,新北市,新店區,F,否,50-54,1
百日咳,2010,6,新北市,汐止區,M,否,3,1
百日咳,2010,7,新北市,新店區,M,否,0,1
百日咳,2010,7,新北市,新店區,M,否,25-29,1
百日咳,2010,7,新北市,新店區,M,否,55-59,1
百日咳,2010,8,台中市,南區,F,否,20-24,1
百日咳,2010,9,台北市,大安區,F,否,5-9,1
百日咳,2010,9,台中市,南屯區,M,否,0,1
百日咳,2010,9,新北市,三重區,M,否,0,1
百日咳,2010,9,宜蘭縣,大同鄉,M,否,0,1
百日咳,2010,10,台北市,松山區,F,否,35-39,1
百日咳,2010,11,宜蘭縣,大同鄉,M,否,3,1
百日咳,2010,11,宜蘭縣,大同鄉,F,否,5-9,1
百日咳,2010,12,台北市,士林區,M,否,0,1
百日咳,2010,13,台北市,中山區,F,否,0,1
百日咳,2010,13,台北市,文山區,F,否,25-29,1
百日咳,2010,13,新北市,八里區,M,否,0,1
百日咳,2010,13,新北市,永和區,M,否,2,1
百日咳,2010,13,新北市,永和區,M,否,3,1
百日咳,2010,13,桃園市,蘆竹區,M,否,0,1
百日咳,2010,14,台北市,士林區,M,否,5-9,1
百日咳,2010,14,新北市,三峽區,M,否,10-14,1
百日咳,2010,15,台北市,萬華區,F,否,0,1
百日咳,2010,15,新北市,中和區,M,否,5-9,1
百日咳,2010,16,台北市,大安區,F,否,0,1
百日咳,2010,16,台北市,萬華區,M,否,35-39,1
百日咳,2010,16,新北市,中和區,F,否,30-34,1
百日咳,2010,16,新北市,板橋區,M,否,0,1
百日咳,2010,17,新北市,中和區,F,否,55-59,1
百日咳,2010,18,台北市,大安區,M,否,15-19,1
百日咳,2010,18,新北市,三峽區,F,否,10-14,1
百日咳,2010,19,台北市,大安區,F,否,10-14,1
百日咳,2010,19,新北市,樹林區,M,否,1,1
百日咳,2010,19,新北市,樹林區,M,否,5-9,1
百日咳,2010,19,新竹縣,新豐鄉,F,否,2,1
百日咳,2010,19,連江縣,南竿鄉,F,否,40-44,1
百日咳,2010,22,台北市,中山區,F,否,0,1
百日咳,2010,22,台北市,萬華區,F,否,10-14,1
百日咳,2010,24,花蓮縣,吉安鄉,M,否,0,1
百日咳,2010,24,花蓮縣,吉安鄉,F,否,30-34,1
百日咳,2010,26,澎湖縣,馬公市,M,否,10-14,1
百日咳,2010,28,台東縣,鹿野鄉,M,否,0,1
百日咳,2010,29,台北市,南港區,F,否,0,1
百日咳,2010,29,台北市,文山區,M,否,0,1
百日咳,2010,29,台北市,文山區,F,否,15-19,1
百日咳,2010,30,彰化縣,福興鄉,M,否,0,1
百日咳,2010,32,台北市,文山區,M,否,40-44,1
百日咳,2010,34,台北市,南港區,F,否,0,1
百日咳,2010,34,花蓮縣,花蓮市,F,否,1,1
百日咳,2010,35,台北市,南港區,M,否,30-34,1
百日咳,2010,35,台北市,南港區,F,否,35-39,1
百日咳,2010,35,花蓮縣,花蓮市,M,否,0,1
百日咳,2010,38,台中市,西區,F,否,0,1
百日咳,2010,40,台中市,西區,F,否,0,1
百日咳,2010,44,新北市,汐止區,M,否,35-39,1
百日咳,2010,47,新北市,新店區,M,否,4,1
百日咳,2010,50,新北市,汐止區,F,否,30-34,1
百日咳,2010,51,台北市,北投區,M,否,50-54,1
百日咳,2010,52,台中市,神岡區,F,否,0,1
百日咳,2010,52,新北市,汐止區,M,否,0,1
百日咳,2010,52,南投縣,信義鄉,M,否,0,1
百日咳,2011,1,新北市,新莊區,M,否,10-14,1
百日咳,2011,1,宜蘭縣,五結鄉,M,否,10-14,1
百日咳,2011,2,新北市,中和區,M,否,0,1
百日咳,2011,2,新北市,五股區,F,否,0,1
百日咳,2011,6,新北市,土城區,F,否,0,1
百日咳,2011,7,新北市,土城區,F,否,30-34,1
百日咳,2011,7,新北市,林口區,M,否,40-44,1
百日咳,2011,7,彰化縣,和美鎮,F,否,0,1
百日咳,2011,7,彰化縣,和美鎮,M,否,10-14,1
百日咳,2011,9,台北市,北投區,F,否,0,1
百日咳,2011,9,新北市,林口區,F,否,0,1
百日咳,2011,9,屏東縣,瑪家鄉,M,否,0,1
百日咳,2011,10,彰化縣,和美鎮,M,否,10-14,1
百日咳,2011,10,屏東縣,恆春鎮,F,否,0,1
百日咳,2011,11,新北市,新莊區,F,否,30-34,1
百日咳,2011,12,宜蘭縣,宜蘭市,M,否,0,1
百日咳,2011,12,雲林縣,斗六市,F,否,0,1
百日咳,2011,14,高雄市,燕巢區,M,否,30-34,1
百日咳,2011,14,台東縣,台東市,M,否,0,1
百日咳,2011,17,台北市,文山區,F,否,0,1
百日咳,2011,17,台北市,萬華區,F,否,10-14,1
百日咳,2011,18,台北市,南港區,M,否,0,1
百日咳,2011,18,台北市,萬華區,M,否,10-14,1
百日咳,2011,18,新北市,新莊區,M,否,0,1
百日咳,2011,18,雲林縣,斗六市,M,否,10-14,1
百日咳,2011,21,台北市,北投區,F,否,0,1
百日咳,2011,21,桃園市,中壢區,M,否,0,1
百日咳,2011,22,新北市,新莊區,F,否,35-39,1
百日咳,2011,22,新北市,淡水區,M,否,0,2
百日咳,2011,23,台中市,東勢區,F,否,0,1
百日咳,2011,23,新北市,板橋區,F,否,0,1
百日咳,2011,23,桃園市,中壢區,M,否,30-34,1
百日咳,2011,28,新北市,淡水區,F,否,15-19,1
百日咳,2011,32,高雄市,左營區,F,否,0,1
百日咳,2011,32,彰化縣,彰化市,F,否,0,1
百日咳,2011,33,台北市,大同區,F,否,35-39,1
百日咳,2011,33,高雄市,鹽埕區,F,否,35-39,1
百日咳,2011,33,新北市,三重區,F,否,0,1
百日咳,2011,33,桃園市,中壢區,F,否,0,1
百日咳,2011,33,桃園市,中壢區,M,否,35-39,1
百日咳,2011,33,宜蘭縣,五結鄉,M,否,0,2
百日咳,2011,34,台北市,南港區,M,否,5-9,1
百日咳,2011,34,高雄市,左營區,F,否,35-39,1
百日咳,2011,35,台北市,南港區,F,否,5-9,1
百日咳,2011,35,宜蘭縣,五結鄉,F,否,60-64,1
百日咳,2011,36,台北市,南港區,F,否,5-9,1
百日咳,2011,36,台北市,南港區,M,否,5-9,2
百日咳,2011,36,台南市,東山區,F,否,0,1
百日咳,2011,36,基隆市,中正區,F,否,0,1
百日咳,2011,36,桃園市,龜山區,M,否,10-14,1
百日咳,2011,37,台北市,南港區,M,否,45-49,1
百日咳,2011,37,新北市,板橋區,F,否,10-14,1
百日咳,2011,37,桃園市,中壢區,M,否,10-14,2
百日咳,2011,37,桃園市,八德區,M,否,15-19,1
百日咳,2011,37,桃園市,大溪區,F,否,10-14,1
百日咳,2011,37,桃園市,桃園區,M,否,10-14,2
百日咳,2011,37,桃園市,楊梅區,M,否,30-34,1
百日咳,2011,37,桃園市,蘆竹區,F,否,0,1
百日咳,2011,38,新北市,新莊區,M,否,0,1
百日咳,2011,39,台北市,南港區,F,否,5-9,1
百日咳,2011,39,基隆市,中正區,M,否,30-34,1
百日咳,2011,39,桃園市,蘆竹區,M,否,30-34,1
百日咳,2011,40,新北市,板橋區,M,否,10-14,1
百日咳,2011,42,新北市,板橋區,F,否,45-49,1
百日咳,2011,44,高雄市,大寮區,M,否,0,1
百日咳,2011,44,新竹市,香山區,F,否,50-54,1
百日咳,2011,45,台北市,文山區,F,否,2,1
百日咳,2011,46,高雄市,大寮區,F,否,20-24,1
百日咳,2011,47,新北市,汐止區,F,否,0,1
百日咳,2011,48,嘉義市,西區,M,否,0,1
百日咳,2011,49,彰化縣,彰化市,M,否,0,1
百日咳,2011,52,嘉義市,東區,M,否,0,1
百日咳,2012,1,桃園市,平鎮區,F,否,20-24,1
百日咳,2012,2,桃園市,平鎮區,M,否,20-24,1
百日咳,2012,2,桃園市,平鎮區,F,否,55-59,1
百日咳,2012,3,嘉義市,東區,F,否,20-24,1
百日咳,2012,3,彰化縣,彰化市,M,否,35-39,1
百日咳,2012,6,彰化縣,彰化市,M,否,0,1
百日咳,2012,8,彰化縣,彰化市,M,否,3,1
百日咳,2012,9,新北市,三重區,F,否,0,1
百日咳,2012,9,新北市,中和區,F,否,60-64,1
百日咳,2012,9,桃園市,蘆竹區,M,否,0,1
百日咳,2012,9,嘉義縣,太保市,M,否,0,1
百日咳,2012,10,新北市,五股區,M,否,10-14,1
百日咳,2012,10,新北市,新店區,F,否,0,1
百日咳,2012,10,桃園市,觀音區,M,否,0,1
百日咳,2012,10,嘉義縣,太保市,F,否,10-14,1
百日咳,2012,10,嘉義縣,太保市,F,否,2,1
百日咳,2012,13,桃園市,觀音區,F,否,60-64,1
百日咳,2012,15,桃園市,平鎮區,M,否,0,1
百日咳,2012,16,新北市,三峽區,M,否,0,1
百日咳,2012,17,台北市,大安區,M,否,0,1
百日咳,2012,18,新北市,五股區,M,否,10-14,1
百日咳,2012,18,新北市,板橋區,M,否,0,1
百日咳,2012,20,新北市,五股區,F,否,5-9,1
百日咳,2012,22,台中市,神岡區,M,否,0,1
百日咳,2012,22,新北市,板橋區,M,否,30-34,1
百日咳,2012,22,新北市,蘆洲區,M,否,4,1
百日咳,2012,23,新北市,三重區,M,否,0,1
百日咳,2012,24,雲林縣,西螺鎮,M,否,15-19,1
百日咳,2012,24,花蓮縣,秀林鄉,F,否,0,1
百日咳,2012,26,新北市,三重區,M,否,0,1
百日咳,2012,26,花蓮縣,秀林鄉,M,否,2,1
百日咳,2012,27,新北市,新莊區,F,否,0,1
百日咳,2012,27,新北市,新莊區,F,否,35-39,1
百日咳,2012,29,台中市,北區,M,是,50-54,1
百日咳,2012,30,台中市,北屯區,M,否,1,1
百日咳,2012,32,台中市,北屯區,F,否,30-34,1
百日咳,2012,32,台中市,北屯區,F,否,4,1
百日咳,2012,32,新北市,新莊區,F,否,0,1
百日咳,2012,33,桃園市,平鎮區,M,否,0,1
百日咳,2012,34,新北市,板橋區,F,否,65-69,1
百日咳,2012,34,新北市,林口區,F,否,2,1
百日咳,2012,35,新北市,板橋區,F,否,0,1
百日咳,2012,35,雲林縣,麥寮鄉,F,否,0,1
百日咳,2012,38,桃園市,平鎮區,M,否,35-39,1
百日咳,2012,43,彰化縣,芬園鄉,F,否,0,1
百日咳,2012,45,南投縣,竹山鎮,F,否,0,1
百日咳,2012,45,南投縣,竹山鎮,F,否,25-29,1
百日咳,2012,46,台中市,大雅區,M,否,65-69,1
百日咳,2012,49,台北市,文山區,F,否,15-19,1
百日咳,2012,49,台中市,大雅區,F,否,0,2
百日咳,2012,50,桃園市,大園區,F,否,0,1
百日咳,2012,51,台中市,大雅區,F,否,30-34,1
百日咳,2012,52,高雄市,大寮區,F,否,25-29,1
百日咳,2013,1,台北市,文山區,M,否,0,1
百日咳,2013,1,桃園市,楊梅區,M,否,0,1
百日咳,2013,1,苗栗縣,頭份市,M,否,0,1
百日咳,2013,2,桃園市,大園區,F,否,10-14,1
百日咳,2013,3,台中市,北屯區,M,否,1,1
百日咳,2013,3,新竹市,香山區,M,否,0,1
百日咳,2013,4,高雄市,大寮區,M,否,0,1
百日咳,2013,4,花蓮縣,秀林鄉,F,否,35-39,1
百日咳,2013,5,新北市,三重區,F,否,0,1
百日咳,2013,6,新北市,板橋區,F,否,30-34,1
百日咳,2013,6,花蓮縣,秀林鄉,M,否,0,1
百日咳,2013,7,雲林縣,元長鄉,F,否,0,1
百日咳,2013,8,新北市,三峽區,F,否,0,1
百日咳,2013,8,新北市,八里區,M,否,0,1
百日咳,2013,8,桃園市,大溪區,F,否,0,1
百日咳,2013,8,宜蘭縣,蘇澳鎮,F,否,0,1
百日咳,2013,9,高雄市,鼓山區,F,否,55-59,1
百日咳,2013,11,台北市,中山區,F,否,0,1
百日咳,2013,11,台中市,北區,F,否,0,1
百日咳,2013,12,台中市,太平區,M,否,0,1
百日咳,2013,12,台東縣,成功鎮,F,否,0,1
百日咳,2013,13,桃園市,蘆竹區,M,否,0,1
百日咳,2013,14,高雄市,小港區,M,否,0,1
百日咳,2013,15,台北市,中山區,M,否,0,1
百日咳,2013,16,桃園市,蘆竹區,M,否,0,1
百日咳,2013,17,台北市,中山區,F,否,35-39,1
百日咳,2013,20,新北市,蘆洲區,M,否,0,1
百日咳,2013,23,台中市,北區,M,否,0,1
百日咳,2013,23,台中市,西區,M,否,0,1
百日咳,2013,23,新北市,板橋區,M,否,10-14,1
百日咳,2013,24,新北市,三重區,F,否,0,1
百日咳,2013,24,新北市,新莊區,F,否,3,1
百日咳,2013,25,新北市,板橋區,F,否,10-14,1
百日咳,2013,25,桃園市,桃園區,F,否,0,1
百日咳,2013,26,台北市,文山區,F,否,0,1
百日咳,2013,26,新北市,三重區,M,否,35-39,1
百日咳,2013,27,台北市,文山區,F,否,35-39,1
